"Date","Price","Open","High","Low","Vol.","Change %"
"01/28/2022","1,129.50","1,103.22","1,129.70","1,070.50","19.14K","2.39%"
"01/27/2022","1,103.13","1,086.94","1,103.23","1,057.50","14.07K","1.49%"
"01/26/2022","1,086.94","1,077.14","1,100.89","1,075.48","13.68K","0.91%"
"01/25/2022","1,077.14","1,056.75","1,092.15","1,031.57","18.24K","1.92%"
"01/24/2022","1,056.82","1,092.38","1,093.83","1,055.15","30.56K","-3.11%"
"01/21/2022","1,090.79","1,076.90","1,101.52","1,076.83","28.50K","1.42%"
"01/20/2022","1,075.52","1,042.98","1,076.16","1,039.80","24.54K","3.12%"
"01/19/2022","1,042.95","1,047.74","1,076.68","1,030.87","26.67K","-0.52%"
"01/18/2022","1,048.45","1,074.41","1,074.41","1,038.15","33.99K","-2.38%"
"01/17/2022","1,074.06","1,084.85","1,107.19","1,069.22","37.61K","-0.94%"
"01/14/2022","1,084.26","1,054.21","1,089.97","1,030.73","40.23K","2.85%"
"01/13/2022","1,054.21","1,058.81","1,075.15","1,039.98","50.91K","-0.37%"
"01/12/2022","1,058.09","1,082.81","1,082.82","1,044.14","56.65K","-2.28%"
"01/11/2022","1,082.81","1,103.35","1,105.54","1,076.73","45.32K","-1.86%"
"01/10/2022","1,103.35","1,130.60","1,142.60","1,102.71","77.53K","-2.41%"
"01/07/2022","1,130.60","1,111.11","1,130.60","1,110.97","58.07K","1.74%"
"01/06/2022","1,111.29","1,086.79","1,112.93","1,082.56","51.71K","2.23%"
"01/05/2022","1,087.03","1,080.11","1,087.54","1,078.12","48.30K","0.64%"
"01/04/2022","1,080.08","1,071.81","1,080.50","1,062.36","33.44K","0.78%"
"12/31/2021","1,071.72","1,074.52","1,079.43","1,066.56","43.00K","-0.24%"
"12/30/2021","1,074.26","1,065.22","1,075.51","1,065.22","41.27K","0.85%"
"12/29/2021","1,065.22","1,061.17","1,065.26","1,051.90","40.66K","0.37%"
"12/28/2021","1,061.31","1,052.37","1,061.31","1,047.39","48.24K","0.85%"
"12/27/2021","1,052.37","1,050.86","1,056.34","1,041.63","33.44K","0.15%"
"12/24/2021","1,050.83","1,049.34","1,058.22","1,045.86","53.25K","0.15%"
"12/23/2021","1,049.25","1,062.36","1,069.78","1,044.76","58.31K","-1.23%"
"12/22/2021","1,062.34","1,056.61","1,063.96","1,056.25","57.58K","0.54%"
"12/21/2021","1,056.61","1,056.12","1,058.89","1,050.80","41.38K","0.05%"
"12/20/2021","1,056.12","1,062.64","1,069.76","1,053.01","40.48K","-0.61%"
"12/17/2021","1,062.64","1,053.36","1,063.06","1,052.93","53.52K","0.88%"
"12/16/2021","1,053.41","1,046.82","1,054.19","1,045.80","39.88K","0.63%"
"12/15/2021","1,046.77","1,052.33","1,054.87","1,044.59","35.16K","-0.51%"
"12/14/2021","1,052.17","1,053.96","1,058.48","1,048.41","38.24K","-0.13%"
"12/13/2021","1,053.58","1,036.70","1,053.79","1,034.88","39.11K","1.63%"
"12/10/2021","1,036.70","1,034.67","1,038.91","1,030.18","40.91K","0.24%"
"12/09/2021","1,034.23","1,041.73","1,042.41","1,034.04","32.96K","-0.71%"
"12/08/2021","1,041.62","1,043.24","1,050.34","1,037.34","31.50K","-0.14%"
"12/07/2021","1,043.10","1,032.10","1,043.80","1,025.98","40.60K","1.07%"
"12/06/2021","1,032.10","1,061.08","1,064.73","1,028.26","49.93K","-2.76%"
"12/03/2021","1,061.38","1,070.47","1,078.96","1,056.80","58.86K","-0.84%"
"12/02/2021","1,070.36","1,071.37","1,073.98","1,067.59","53.23K","-0.09%"
"12/01/2021","1,071.37","1,073.02","1,080.07","1,065.24","52.58K","-0.12%"
"11/30/2021","1,072.66","1,076.05","1,085.05","1,071.09","60.06K","-0.32%"
"11/29/2021","1,076.05","1,072.93","1,077.47","1,055.86","51.81K","0.29%"
"11/26/2021","1,072.93","1,074.16","1,085.43","1,060.79","55.08K","-0.10%"
"11/25/2021","1,074.04","1,070.70","1,075.09","1,066.30","38.81K","0.32%"
"11/24/2021","1,070.58","1,065.20","1,081.35","1,065.20","38.33K","0.50%"
