"Date","Price","Open","High","Low","Vol.","Change %"
"09/06/2021","751.23","751.23","751.23","751.23","","1.01%"
"09/01/2021","743.70","743.70","743.70","743.70","","0.03%"
"08/31/2021","743.45","743.45","743.45","743.45","","0.47%"
"08/30/2021","739.99","739.99","739.99","739.99","","0.52%"
"08/27/2021","736.17","736.17","736.17","736.17","","0.88%"
"08/26/2021","729.74","729.74","729.74","729.74","","-0.87%"
"08/25/2021","736.14","736.14","736.14","736.14","","1.00%"
"08/24/2021","728.85","728.85","728.85","728.85","","0.11%"
"08/23/2021","728.04","728.04","728.04","728.04","","-2.00%"
"08/20/2021","742.91","742.91","742.91","742.91","","-2.93%"
"08/19/2021","765.31","765.31","765.31","765.31","","1.78%"
"08/18/2021","751.89","751.89","751.89","751.89","","-0.26%"
"08/17/2021","753.86","753.86","753.86","753.86","","-0.67%"
"08/16/2021","758.97","758.97","758.97","758.97","","0.12%"
"08/13/2021","758.08","758.08","758.08","758.08","","0.40%"
"08/12/2021","755.09","755.09","755.09","755.09","","-0.47%"
"08/11/2021","758.69","758.69","758.69","758.69","","-0.66%"
"08/10/2021","763.76","763.76","763.76","763.76","","-0.21%"
"08/09/2021","765.35","765.35","765.35","765.35","","1.88%"
"08/06/2021","751.23","751.23","751.23","751.23","","-0.02%"
"08/05/2021","751.37","751.37","751.37","751.37","","0.62%"
"08/04/2021","746.75","746.75","746.75","746.75","","0.04%"
"08/03/2021","746.47","746.47","746.47","746.47","","1.83%"
"08/02/2021","733.03","733.03","733.03","733.03","","0.29%"
"07/30/2021","730.93","730.93","730.93","730.93","","1.06%"
"07/29/2021","723.27","723.27","723.27","723.27","","0.87%"
"07/28/2021","717.06","717.06","717.06","717.06","","-0.19%"
"07/27/2021","718.39","718.39","718.39","718.39","","0.41%"
"07/26/2021","715.48","715.48","715.48","715.48","","0.95%"
"07/23/2021","708.78","708.78","708.78","708.78","","-2.17%"
"07/22/2021","724.51","724.51","724.51","724.51","","1.67%"
"07/21/2021","712.60","712.60","712.60","712.60","","-0.12%"
"07/20/2021","713.47","713.47","713.47","713.47","","2.44%"
"07/19/2021","696.49","696.49","696.49","696.49","","-3.40%"
"07/16/2021","721.03","721.03","721.03","721.03","","0.85%"
"07/15/2021","714.97","714.97","714.97","714.97","","0.84%"
"07/14/2021","708.99","708.99","708.99","708.99","","-0.35%"
"07/13/2021","711.45","711.45","711.45","711.45","","-0.15%"
"07/12/2021","712.55","712.55","712.55","712.55","","-2.61%"
"07/09/2021","731.67","731.67","731.67","731.67","","-2.99%"
"07/08/2021","754.20","754.20","754.20","754.20","","-1.76%"
"07/07/2021","767.73","767.73","767.73","767.73","","3.35%"
"07/06/2021","742.86","742.86","742.86","742.86","","-3.55%"
"07/05/2021","770.23","770.23","770.23","770.23","","-1.68%"
"07/02/2021","783.38","783.38","783.38","783.38","","-0.29%"
"07/01/2021","785.68","785.68","785.68","785.68","","0.78%"
"06/30/2021","779.61","779.61","779.61","779.61","","0.03%"
"06/29/2021","779.40","779.40","779.40","779.40","","0.85%"
"06/28/2021","772.85","772.85","772.85","772.85","","1.29%"
"06/25/2021","763.00","763.00","763.00","763.00","","0.96%"
"06/24/2021","755.75","755.75","755.75","755.75","","0.09%"
