"Date","Price","Open","High","Low","Vol.","Change %"
"02/23/2022","1,545.15","1,541.00","1,553.74","1,539.62","570.08K","0.64%"
"02/22/2022","1,535.26","1,541.73","1,541.73","1,513.80","767.22K","-0.51%"
"02/21/2022","1,543.13","1,536.33","1,549.47","1,532.19","633.81K","0.49%"
"02/18/2022","1,535.55","1,522.49","1,536.53","1,520.91","578.58K","-0.03%"
"02/17/2022","1,535.99","1,521.29","1,535.99","1,521.29","510.47K","1.00%"
"02/16/2022","1,520.76","1,526.82","1,526.89","1,515.59","535.45K","0.17%"
"02/15/2022","1,518.24","1,499.36","1,519.50","1,496.15","461.76K","1.45%"
"02/14/2022","1,496.50","1,514.31","1,524.58","1,496.50","652.17K","-2.31%"
"02/11/2022","1,531.82","1,528.24","1,536.50","1,526.34","498.42K","-0.05%"
"02/10/2022","1,532.54","1,538.55","1,541.00","1,521.36","524.04K","-0.08%"
"02/09/2022","1,533.84","1,528.72","1,541.65","1,528.13","641.04K","0.46%"
"02/08/2022","1,526.87","1,517.20","1,531.20","1,514.29","603.63K","0.51%"
"02/07/2022","1,519.16","1,523.15","1,530.30","1,518.86","452.33K","0.93%"
"01/28/2022","1,505.15","1,489.19","1,507.28","1,487.87","530.18K","1.00%"
"01/27/2022","1,490.30","1,495.93","1,503.87","1,481.45","427.06K","-0.71%"
"01/26/2022","1,501.03","1,501.62","1,510.63","1,498.82","623.37K","0.28%"
"01/25/2022","1,496.87","1,449.35","1,496.87","1,446.65","562.88K","2.74%"
"01/24/2022","1,457.02","1,491.83","1,493.15","1,452.29","638.19K","-2.77%"
"01/21/2022","1,498.55","1,496.45","1,505.46","1,491.95","674.00K","0.63%"
"01/20/2022","1,489.10","1,467.30","1,494.00","1,463.26","624.56K","1.29%"
"01/19/2022","1,470.14","1,461.88","1,473.43","1,459.86","443.12K","0.44%"
"01/18/2022","1,463.74","1,464.67","1,479.14","1,451.93","559.88K","-1.11%"
"01/17/2022","1,480.11","1,537.11","1,540.41","1,480.11","737.65K","-3.57%"
"01/14/2022","1,534.93","1,530.32","1,544.94","1,518.15","594.64K","-0.37%"
"01/13/2022","1,540.56","1,561.47","1,569.37","1,538.80","775.25K","-1.16%"
"01/12/2022","1,558.69","1,536.85","1,558.69","1,512.67","894.65K","1.04%"
"01/11/2022","1,542.61","1,556.12","1,565.04","1,539.29","1.05M","-0.88%"
"01/10/2022","1,556.28","1,581.93","1,591.75","1,556.28","1.08M","-1.65%"
"01/07/2022","1,582.34","1,590.87","1,592.39","1,581.22","777.46K","-0.25%"
"01/06/2022","1,586.24","1,579.17","1,596.02","1,577.74","889.76K","0.27%"
