"Date","Price","Open","High","Low","Vol.","Change %"
"04/08/2022","545.83","556.95","563.79","544.83","18.31K","-2.00%"
"04/07/2022","556.95","562.06","568.68","552.67","13.83K","-1.48%"
"04/06/2022","565.33","599.50","599.50","562.38","31.31K","-5.74%"
"04/05/2022","599.73","611.52","611.52","598.34","16.90K","-1.90%"
"04/04/2022","611.35","604.18","612.79","600.91","13.11K","1.57%"
"04/01/2022","601.89","597.29","603.01","581.44","20.93K","0.79%"
"03/31/2022","597.16","603.82","609.85","593.62","24.49K","-1.08%"
"03/30/2022","603.70","631.28","631.28","599.19","26.21K","-4.35%"
"03/29/2022","631.17","616.40","636.19","612.08","15.80K","2.26%"
"03/28/2022","617.21","635.38","635.92","601.66","19.32K","-2.86%"
"03/25/2022","635.38","615.40","636.36","609.23","22.49K","2.36%"
"03/24/2022","620.75","623.59","629.84","616.47","25.13K","-2.08%"
"03/23/2022","633.94","653.24","655.43","631.12","27.27K","-2.92%"
"03/22/2022","653.00","660.81","672.68","650.52","20.97K","-1.15%"
"03/21/2022","660.60","632.63","660.88","632.63","16.20K","4.42%"
"03/18/2022","632.63","609.53","632.66","602.95","21.20K","3.82%"
"03/17/2022","609.34","620.07","631.17","607.72","15.79K","-1.71%"
"03/16/2022","619.91","610.92","628.21","610.92","12.76K","1.50%"
"03/15/2022","610.77","582.80","610.96","581.52","16.38K","4.82%"
"03/14/2022","582.67","581.89","589.03","576.89","16.49K","0.12%"
"03/11/2022","581.97","586.12","589.44","579.73","14.54K","-0.71%"
"03/10/2022","586.11","578.96","590.40","578.88","14.41K","1.22%"
"03/09/2022","579.05","585.16","590.73","565.19","17.64K","-1.04%"
"03/08/2022","585.11","590.91","600.23","584.14","16.28K","-0.98%"
"03/07/2022","590.91","580.51","590.91","577.04","16.52K","1.80%"
"03/04/2022","580.48","574.05","583.01","571.50","14.93K","1.12%"
"03/03/2022","574.05","562.84","574.05","562.84","12.60K","1.99%"
"03/02/2022","562.84","564.75","570.60","560.18","12.63K","-0.34%"
"03/01/2022","564.75","563.50","568.46","558.01","17.93K","0.22%"
"02/28/2022","563.50","564.78","566.80","559.20","9.20K","-0.22%"
"02/25/2022","564.75","554.76","570.19","554.76","10.01K","1.80%"
"02/24/2022","554.76","564.21","569.95","529.06","17.62K","-1.70%"
"02/23/2022","564.37","541.54","566.99","541.27","11.81K","4.22%"
"02/22/2022","541.54","559.11","560.01","533.52","11.65K","-3.14%"
"02/21/2022","559.11","548.78","562.59","545.76","12.29K","1.88%"
"02/18/2022","548.78","536.45","548.89","528.02","9.88K","2.23%"
"02/17/2022","536.80","536.56","542.34","531.46","5.53K","0.16%"
